pid,age,height,weight,gp,pts,reb,ast,net_rating,season
3793,24,205.74,111.13004,20,5.6,4.9,0.5,-9.6,2020-21
3797,23,200.66,91.625584,55,9.1,2.1,1.5,6,2020-21
3800,25,190.5,90.7184,50,4.8,1.1,1.3,-5.9,2020-21
3803,26,198.12,104.779752,10,8.4,4,2.4,-12.7,2020-21
3806,35,195.58,88.45044,56,7.6,2.9,2.2,1.5,2020-21
3810,24,195.58,97.52228,64,5.5,1.4,0.4,-5.6,2020-21
3813,26,198.12,102.0582,39,3.1,2.9,0.8,-7.7,2020-21
3816,26,193.04,95.25432,39,9.9,2,2,-4.2,2020-21
3819,28,190.5,88.45044,10,2.5,1.1,0.1,2.2,2020-21
3823,22,195.58,94.800728,58,15.3,2.6,1.4,-1.8,2020-21
3826,35,193.04,85.275296,30,8.7,2,2.4,-0.4,2020-21
3829,28,200.66,104.32616,72,6.9,2.4,0.8,14.6,2020-21
3832,26,210.82,109.769264,61,28.1,11,5.9,9.8,2020-21
3836,27,198.12,100.697424,23,5.3,2,0.9,-17.3,2020-21
3839,21,210.82,113.398,45,5.1,3.3,0.8,-0.8,2020-21
3842,35,190.5,86.18248,50,13.4,3.4,4.4,1.5,2020-21
3846,31,200.66,102.0582,44,19.6,5.9,4.1,0.7,2020-21
3849,31,208.28,114.305184,38,6.8,3.7,1.3,-6.7,2020-21
3852,24,187.96,86.18248,7,2.6,0.1,0.4,-5.4,2020-21
3855,22,198.12,107.047712,63,4.7,2.8,1,-1.9,2020-21
3859,25,193.04,89.811216,50,10.6,3.2,2.2,0.5,2020-21
3862,28,203.2,95.25432,4,0,0,0,33.3,2020-21
3865,22,195.58,91.625584,52,11.6,5.2,1.9,-8.6,2020-21
3868,29,203.2,102.0582,58,16.1,6.6,3.5,-1.8,2020-21
3872,23,210.82,108.86208,38,2.8,3.5,0.8,-10.4,2020-21
3777,23,190.5,92.98636,40,9.8,2.2,0.9,-1,2020-21
3875,32,213.36,120.20188,36,8.1,6,0.6,-8.1,2020-21
3774,30,177.8,88.45044,65,6.1,2.1,3.6,2.8,2020-21
3764,34,205.74,106.59412,17,3.8,1.7,0.2,6.7,2020-21
3640,21,187.96,83.91452,11,2.1,0.5,0.6,21.7,2020-21
3646,24,200.66,108.86208,20,2,1.6,0.1,18.1,2020-21
3650,26,185.42,88.45044,55,14.8,2.7,5.4,2.1,2020-21
3656,31,213.36,111.13004,16,7.1,5.4,0.8,17.1,2020-21
3659,21,195.58,85.275296,3,2.7,1,1,-7.3,2020-21
3663,25,200.66,102.0582,67,17.2,2.9,2.3,4.5,2020-21
3669,25,210.82,108.86208,62,20.3,12,6.7,-1.9,2020-21
3672,24,185.42,97.52228,53,26.4,4.4,5.2,7.9,2020-21
3676,23,208.28,104.32616,13,5.6,4.8,0.8,-6.5,2020-21
3679,24,193.04,92.079176,66,10.4,5.8,3.1,8.1,2020-21
3682,28,200.66,99.79024,60,9.8,5.4,1.7,5.1,2020-21
3686,29,200.66,102.0582,66,13.6,3.3,1.3,-1.8,2020-21
3692,31,198.12,104.32616,63,7,7.1,8.9,5.4,2020-21
3695,24,205.74,111.13004,54,5.8,4.5,0.8,-4.6,2020-21
3699,27,200.66,97.52228,72,13.1,3.5,1.8,2.3,2020-21
3705,25,198.12,100.243832,72,10.9,3.1,1.3,-11.4,2020-21
3708,35,208.28,120.20188,69,7,8.4,0.9,-2.4,2020-21
3712,29,208.28,108.86208,58,5.9,4,1.1,4,2020-21
3715,24,198.12,88.904032,31,5.2,3.5,1.1,-6.5,2020-21
3721,32,190.5,86.636072,27,4.9,1.7,1.5,0.5,2020-21
3725,32,205.74,98.883056,23,2.1,5,0.9,-7.6,2020-21
3728,25,193.04,88.904032,53,7.5,1.8,0.9,-0.4,2020-21
3731,27,190.5,88.45044,63,10.1,3.4,3.2,-3,2020-21
3738,26,195.58,95.25432,1,16,6,3,14,2020-21
3741,23,195.58,97.52228,18,1.7,0.5,0.3,-28.8,2020-21
3748,29,208.28,113.398,72,11.2,11,1.2,4.9,2020-21
3751,31,185.42,97.068688,71,12.2,3.4,3.8,-1.8,2020-21
3754,32,190.5,97.52228,27,17.8,2.1,2.6,-3.3,2020-21
3761,24,198.12,115.66596,40,9.5,3.2,1.3,-6.8,2020-21
3767,28,200.66,92.98636,42,17.1,3,3.4,-1.4,2020-21
3878,24,208.28,108.86208,2,7.5,6,2.5,10.6,2020-21
3885,22,198.12,100.243832,13,7,3.5,1.3,-4.3,2020-21
3888,31,195.58,96.161504,2,1,0.5,0,-4.3,2020-21
4019,35,198.12,107.501304,12,0.5,1.8,0.4,-1.7,2020-21
4022,23,177.8,79.3786,8,0.4,0.3,0.1,-16.4,2020-21
4025,21,210.82,109.769264,11,14.4,5.6,1.1,-10.5,2020-21
4028,22,205.74,97.068688,64,5.4,5.8,1.2,-1.1,2020-21
4032,25,195.58,113.398,28,2.3,1,0.5,-9.1,2020-21
4035,23,210.82,110.222856,63,12.8,10,1.7,-5.6,2020-21
4038,22,198.12,88.45044,34,5.3,3.1,0.7,-10.7,2020-21
4045,27,193.04,92.98636,41,3.6,1.7,0.4,1.8,2020-21
4048,21,210.82,99.79024,60,7.5,4.3,0.6,-0.9,2020-21
4051,20,195.58,99.79024,4,8.8,3.5,0.3,-2.8,2020-21
4055,25,182.88,102.0582,7,0.3,0.4,0.3,-31,2020-21
4058,24,198.12,101.151016,58,24.7,6,3.4,1.8,2020-21
4061,22,203.2,97.975872,19,6.1,3.4,1.3,-9.1,2020-21
4064,21,193.04,91.171992,42,9,2.3,1.5,-6.6,2020-21
4068,23,203.2,95.25432,64,26.4,7.4,4.3,3,2020-21
4071,34,203.2,106.59412,68,11,3.9,1.6,3.3,2020-21
4074,33,190.5,88.45044,55,6.7,1.6,2.4,2.8,2020-21
4077,27,203.2,95.25432,54,22.3,4.6,2.8,-3.2,2020-21
4081,25,187.96,83.91452,9,2.4,0.8,0.4,-16.7,2020-21
4084,29,195.58,81.64656,36,10.1,3.6,1.5,-0.3,2020-21
4094,24,193.04,86.18248,17,4.9,2.2,1.5,-13.1,2020-21
4097,25,185.42,90.7184,60,4.1,1.5,1.2,3.3,2020-21
4100,31,200.66,104.32616,52,21.5,6.9,7.1,5.2,2020-21
4110,29,198.12,99.79024,69,14.1,3.6,1.9,6.9,2020-21
4113,33,203.2,99.79024,67,12.1,3.6,4.7,11.8,2020-21
4117,27,213.36,127.00576,51,28.5,10.6,2.8,12,2020-21
4120,23,205.74,106.59412,63,17.6,7.4,1.2,4.3,2020-21
4126,25,195.58,95.25432,43,4.3,3,1.1,2.1,2020-21
4130,30,190.5,95.25432,40,20.6,3.2,6.9,-5.7,2020-21
4015,20,213.36,108.86208,39,11.5,5.8,0.7,-8.8,2020-21
4012,30,200.66,92.98636,9,1.7,1,0.3,-4.8,2020-21
4009,34,200.66,108.86208,51,7.2,3.5,1.9,-5,2020-21
4006,31,195.58,99.79024,44,24.6,7.9,10.8,2.9,2020-21
3891,22,190.5,86.18248,64,11.4,2.1,2,7.1,2020-21
3895,21,203.2,81.64656,40,2,1.7,0.6,-3.3,2020-21
3898,20,195.58,102.0582,67,9.6,3.1,1.9,-8.7,2020-21
3901,23,213.36,113.398,46,5.1,3.9,1.2,2.1,2020-21
3904,21,193.04,74.84268,41,3.7,0.9,0.5,1.8,2020-21
3908,23,203.2,104.32616,61,8.7,5.6,1.8,-14.1,2020-21
3911,20,203.2,113.398,68,7.9,6.7,0.9,-2,2020-21
3914,32,175.26,83.91452,3,7.7,1.3,1.7,6.7,2020-21
3917,32,182.88,79.3786,44,6.7,3.4,3.9,2.3,2020-21
3921,24,213.36,108.86208,72,9,7.2,1.3,5,2020-21
3930,37,190.5,90.7184,44,7.4,1.5,1.2,-1.3,2020-21
3937,21,190.5,78.925008,63,19.1,4,7.4,2.6,2020-21
3940,28,200.66,97.068688,29,4.6,2.7,0.1,1.1,2020-21
3944,31,203.2,102.965384,58,8.1,4.8,0.9,4.1,2020-21
3637,20,195.58,90.7184,62,5.5,2.8,0.9,-2.4,2020-21
3947,33,213.36,122.46984,46,7.3,5.2,0.8,-6.1,2020-21
3957,20,205.74,83.91452,63,6.8,3.7,1.1,-3.4,2020-21
3960,30,198.12,106.59412,60,10.1,4.7,2.1,6.3,2020-21
3963,25,193.04,104.32616,70,11.3,5.3,2.5,-3.8,2020-21
3966,25,208.28,122.46984,27,5.4,2.4,0.5,-10.2,2020-21
3970,20,190.5,86.18248,13,3.1,0.8,0.5,2.4,2020-21
3973,27,203.2,94.800728,45,5.1,1.5,0.6,-5.8,2020-21
3976,25,215.9,111.13004,69,8.6,7.9,1.9,3.2,2020-21
3979,24,185.42,86.18248,68,12.6,3.4,3.5,4.9,2020-21
3983,22,195.58,88.45044,13,7.4,1.4,1.3,0.3,2020-21
3986,21,193.04,83.91452,4,1.3,1.3,0.5,-14.8,2020-21
3989,23,205.74,92.98636,47,7.4,3.6,1.1,-9.4,2020-21
3993,21,208.28,97.52228,27,2,1.4,0.1,-4.4,2020-21
3999,24,190.5,97.52228,48,21.2,4,4.8,8,2020-21
4002,30,198.12,97.52228,41,8.4,4,1.5,-3.8,2020-21
3950,26,203.2,111.13004,13,5.5,3.2,0.8,-5.5,2020-21
3633,25,187.96,83.007336,8,4.3,0.6,0.1,-13.7,2020-21
3630,24,195.58,93.439952,67,25.6,4.2,4.3,7.2,2020-21
3627,23,195.58,97.52228,68,9.2,3.1,1.7,0.4,2020-21
3274,28,190.5,88.45044,53,7.7,1.9,0.7,-4.2,2020-21
3277,24,210.82,108.86208,58,14.3,7.2,6.9,8,2020-21
3281,28,203.2,115.66596,66,5,5.3,1.2,-8.9,2020-21
3284,32,205.74,113.398,46,11,4.9,3,2.1,2020-21
3287,32,223.52,131.54168,33,4.7,3.9,0.3,5.9,2020-21
3290,26,208.28,113.398,66,11.4,7.1,1.1,5.1,2020-21
3294,28,198.12,99.79024,44,16.4,3.6,3.3,3.9,2020-21
3297,32,200.66,102.511792,72,17,3.9,1.9,9.5,2020-21
3300,21,218.44,99.79024,32,2.2,0.8,0.2,-24.9,2020-21
3303,31,190.5,95.25432,61,5.5,1.7,2.9,-5.7,2020-21
3307,28,190.5,93.893544,60,31.3,4.7,4.4,-0.4,2020-21
3310,24,203.2,97.52228,59,10.3,5.6,1.6,0.2,2020-21
3313,25,182.88,81.64656,47,4.9,1.5,2,-4.4,2020-21
3317,23,203.2,86.18248,61,23.8,4.9,4.9,1,2020-21
3323,22,198.12,86.18248,6,0.5,0.5,0,9.4,2020-21
3326,24,195.58,83.91452,32,3.9,1.7,0.9,-4.5,2020-21
3330,33,213.36,127.912944,70,12.3,5,0.7,6.8,2020-21
3333,24,193.04,91.625584,65,8.8,5.4,1.6,3.5,2020-21
3336,25,205.74,98.883056,6,2.8,2.3,0.2,2.3,2020-21
3339,22,205.74,108.86208,33,1.5,2.4,0.3,-6,2020-21
3343,27,187.96,92.98636,70,10,1.6,0.6,2.7,2020-21
3346,28,193.04,99.79024,71,16.6,4.7,3.6,-1.8,2020-21
3349,21,198.12,90.7184,30,2.3,1.1,0.3,-5.3,2020-21
3352,29,190.5,86.18248,47,23.1,3.9,4.7,6.2,2020-21
3359,25,195.58,92.98636,53,5,2.7,1.3,-4.9,2020-21
3366,21,203.2,98.883056,26,11.2,4,1.3,-4,2020-21
3369,25,203.2,95.25432,60,9.6,3.3,1.4,5.7,2020-21
3372,24,203.2,102.0582,4,10.8,5.3,1.3,-5.2,2020-21
3375,26,185.42,83.007336,60,8.4,2.4,3.6,7.8,2020-21
3271,23,205.74,115.66596,64,18.7,9,5.4,0.6,2020-21
3264,28,200.66,95.25432,8,1.8,0.8,0.5,-2.2,2020-21
3261,30,190.5,81.64656,27,6.4,2.1,1.7,-10.2,2020-21
3258,28,193.04,90.7184,36,7.9,2.3,2.3,0,2020-21
3140,24,182.88,83.91452,66,7.2,1.3,1.9,-0.2,2020-21
3143,21,195.58,97.52228,46,4.7,2.8,0.5,-0.5,2020-21
3147,27,195.58,102.0582,24,6.7,2.6,0.8,5,2020-21
3150,22,193.04,86.18248,14,1.1,0.4,0.4,-7.1,2020-21
3157,35,205.74,108.86208,28,14.2,6.7,3.4,-6.9,2020-21
3160,30,203.2,99.79024,23,4.4,4.8,1.3,-6.2,2020-21
3163,29,198.12,97.068688,49,12.7,4.6,2.2,5,2020-21
3166,19,213.36,86.18248,45,8.2,4.7,2.2,-16.7,2020-21
3170,20,208.28,97.52228,15,1.9,1.1,0.3,-17.6,2020-21
3173,27,193.04,84.368112,58,6.4,2.9,2.8,5.5,2020-21
3176,28,213.36,113.398,64,6.6,4.1,0.8,-4,2020-21
3179,28,200.66,97.52228,39,3.1,1.4,0.2,0.7,2020-21
3183,25,200.66,96.161504,18,5.2,5,0.8,-4.5,2020-21
3192,27,208.28,104.32616,5,2.6,1.6,0.2,32.8,2020-21
3379,26,200.66,102.0582,5,3,1,0.4,-28.3,2020-21
3199,24,200.66,95.25432,44,3.2,1,0.5,-1.2,2020-21
3206,27,208.28,126.552168,46,14.9,12,2,-3.9,2020-21
3209,37,198.12,97.52228,63,4.4,3.5,2.3,-2.5,2020-21
3212,29,200.66,95.25432,5,1.2,3,0.8,-18.4,2020-21
3215,26,200.66,89.357624,71,18.6,4.9,2.4,-0.2,2020-21
3219,22,190.5,82.100152,64,7.8,2.2,1.4,0.8,2020-21
3225,28,208.28,114.758776,36,21.8,7.9,3.1,5.2,2020-21
3228,19,193.04,102.0582,72,19.3,4.7,2.9,-5,2020-21
3232,28,200.66,104.32616,26,3.1,2,0.4,-1.6,2020-21
3235,23,198.12,102.965384,24,5.5,2.9,1,-9.2,2020-21
3238,36,203.2,108.86208,11,1.5,0.9,0.2,16.6,2020-21
3245,25,215.9,103.872568,1,0,1,1,-104.4,2020-21
3248,23,190.5,88.45044,20,11.2,3.4,1.5,-11.7,2020-21
3251,34,208.28,117.93392,53,6.1,5.2,0.9,-4.4,2020-21
3254,21,190.5,86.18248,2,0,0,0,-21.8,2020-21
3202,38,210.82,117.93392,5,2.6,4,0.6,-37.6,2020-21
4143,29,210.82,120.20188,62,17.1,12.5,1.8,3.8,2020-21
3382,26,198.12,92.98636,47,20.2,4.6,5.2,-0.2,2020-21
3388,23,180.34,90.7184,31,4,0.8,0.5,-4.1,2020-21
3519,34,198.12,97.52228,69,9.5,3.8,1.7,7.1,2020-21
3522,25,195.58,97.068688,6,3.8,2.8,2.2,3.6,2020-21
3526,28,198.12,99.79024,36,8.8,3.7,1.9,-11.2,2020-21
3529,27,208.28,102.0582,50,8.7,3.8,1.3,11.5,2020-21
3532,21,203.2,94.347136,55,13.7,7.2,1.8,-13.1,2020-21
3535,21,185.42,87.089664,54,17.4,2.4,6.1,-6.6,2020-21
3539,31,198.12,102.0582,18,4.1,1.3,1.2,7.2,2020-21
3545,28,195.58,99.336648,30,9.2,3.9,1,-1.3,2020-21
3548,28,208.28,102.0582,57,11.5,2.9,0.9,2.1,2020-21
3552,23,190.5,83.91452,58,25.2,3.5,7.2,-4.5,2020-21
3555,23,203.2,102.0582,23,15,4.8,1.9,5.5,2020-21
3558,23,187.96,90.7184,52,9.1,3.1,2.5,6,2020-21
3561,32,210.82,120.20188,57,7.5,7.5,1.6,-1.9,2020-21
3565,26,195.58,95.25432,51,5.7,2.9,2.1,0.4,2020-21
3568,31,198.12,99.79024,61,21.6,4.2,6.9,-2.5,2020-21
3571,30,208.28,122.46984,41,8.9,6.4,1.9,-3.2,2020-21
3578,24,205.74,103.418976,63,6,3.4,1.2,-9,2020-21
3581,22,210.82,113.398,69,14.4,10.5,1.4,6.3,2020-21
3584,21,203.2,86.18248,20,2.1,1.5,0.3,-9.7,2020-21
3588,24,193.04,81.64656,67,15.7,7.1,5.4,2.3,2020-21
3591,29,195.58,83.91452,63,10.2,4.3,4.4,-3.5,2020-21
3594,20,205.74,95.25432,54,6.3,4.9,1.2,-2.1,2020-21
3597,27,190.5,78.017824,61,15.4,3.5,5.8,2.2,2020-21
3601,23,187.96,92.98636,23,6.7,2.4,3.3,-2.2,2020-21
3604,27,193.04,99.79024,62,6.5,3.2,1.7,1,2020-21
3610,29,205.74,120.20188,68,5.4,5.5,0.6,2.6,2020-21
3614,24,195.58,95.25432,58,6.8,3.5,0.8,-0.8,2020-21
3617,32,187.96,90.7184,50,14.7,2.6,4.2,4.9,2020-21
3623,26,193.04,86.18248,36,15.4,3,3.5,5.1,2020-21
3516,32,208.28,105.686936,51,13.3,4.1,1.5,2.7,2020-21
3512,29,203.2,111.13004,65,9.6,5.5,1.7,-1.3,2020-21
3509,21,203.2,108.86208,30,1.8,1.6,0.3,1.8,2020-21
3506,22,208.28,106.140528,54,7,4.3,0.5,4.1,2020-21
3392,21,195.58,86.18248,24,1.5,0.8,0,9.4,2020-21
3395,23,185.42,83.91452,22,1.9,0.4,0.5,-21.4,2020-21
3398,26,200.66,104.32616,59,10.4,3.4,2.9,-11,2020-21
3401,25,198.12,95.25432,25,4.3,3.1,0.7,-5.2,2020-21
3408,24,198.12,90.264808,9,4.4,1.9,1,-12.7,2020-21
3411,28,187.96,83.91452,41,6.5,2,1.8,-15,2020-21
3418,24,205.74,102.0582,36,6.3,3.1,0.8,-7.8,2020-21
3421,28,205.74,90.7184,60,13.6,6.7,1.1,3.8,2020-21
3424,25,180.34,79.3786,22,4,1.1,3,3,2020-21
3431,36,182.88,79.3786,70,16.4,4.5,8.9,6.5,2020-21
3434,24,203.2,106.140528,15,2.1,1.8,0.4,-0.5,2020-21
3437,25,208.28,97.068688,41,21,9.6,1.7,-3.8,2020-21
3441,22,198.12,103.872568,45,7.8,4,2.2,-7.2,2020-21
3444,27,208.28,108.86208,63,15.2,14.3,0.8,6.6,2020-21
3385,37,200.66,107.954896,69,13.4,3.1,1.5,-0.6,2020-21
3447,21,195.58,88.45044,69,15.1,4.1,4.8,-2.7,2020-21
3454,28,210.82,108.86208,48,9.4,6.8,1.8,2,2020-21
3457,21,187.96,83.91452,47,12.9,4.7,4.1,-12.8,2020-21
3460,22,185.42,86.18248,60,24.3,3.1,4.4,-9.2,2020-21
3467,29,190.5,90.7184,63,8.2,2.5,3.4,-5.5,2020-21
3473,28,210.82,122.46984,18,1.3,1.4,0.5,7.1,2020-21
3477,25,193.04,87.543256,42,19,2.6,5.8,-7,2020-21
3480,33,180.34,83.007336,57,7.7,1.6,3.3,-1.8,2020-21
3483,25,208.28,104.779752,35,5.2,3.2,0.7,-11.3,2020-21
3486,23,195.58,104.32616,31,4.1,2.3,0.7,-4.5,2020-21
3490,25,193.04,90.7184,8,6,0.9,1.6,-10.6,2020-21
3493,26,210.82,111.13004,39,4.7,3.1,0.7,-5.1,2020-21
3496,30,187.96,88.45044,67,28.8,4.2,7.5,4,2020-21
3499,28,195.58,95.25432,57,6.5,3.2,1.3,1.6,2020-21
3503,27,195.58,95.25432,46,6.7,2,2,-12.5,2020-21
3450,25,195.58,92.98636,52,4,3.1,1.7,1,2020-21
4149,21,210.82,108.86208,11,2,1.3,0.1,0.9,2020-21
4153,26,203.2,97.975872,6,2.5,4,1.2,-17,2020-21
4156,23,187.96,81.64656,14,4,1.7,1.3,-14.3,2020-21
4799,27,208.28,106.59412,61,14.2,8.3,1.7,0.3,2020-21
4802,30,190.5,86.18248,68,8.6,3.3,6.4,-5,2020-21
4806,30,200.66,94.800728,70,8.5,6.7,1.7,4.8,2020-21
4809,24,200.66,102.0582,7,6.1,2,0.7,-14.4,2020-21
4812,23,203.2,107.501304,52,8,6.9,1.8,0.4,2020-21
4815,21,198.12,106.59412,13,1.5,1.2,0.2,6.6,2020-21
4819,33,213.36,127.459352,71,9,3.8,0.8,-1.1,2020-21
4822,23,205.74,103.418976,21,1.5,1.1,0.5,-0.3,2020-21
4825,28,203.2,94.347136,55,4.5,1.9,1,-6.6,2020-21
4828,29,193.04,92.98636,16,5.7,1.4,1,-4,2020-21
4832,21,193.04,97.975872,18,3.1,1.9,0.7,-10.1,2020-21
4835,26,198.12,98.429464,11,2.5,2.4,1.2,-1.1,2020-21
4838,28,193.04,102.511792,71,7,6.8,2.5,10.4,2020-21
4842,34,203.2,113.398,63,11.4,4.8,1.4,4.5,2020-21
4845,29,215.9,117.026736,71,14.3,13.5,1.3,15.9,2020-21
4848,23,203.2,104.32616,57,13.8,5.5,1.4,-2.8,2020-21
4851,32,190.5,90.7184,65,22.2,11.5,11.7,-1.2,2020-21
4858,27,190.5,88.45044,44,3.1,1.5,1.3,0,2020-21
4864,22,187.96,83.007336,48,5.6,2,3.6,-6.3,2020-21
4868,22,200.66,97.52228,70,12.2,4.5,1.4,-5.6,2020-21
4871,25,193.04,92.98636,30,3,1,0.7,-8.5,2020-21
4874,24,198.12,88.45044,18,2.2,1.1,0.2,-17.7,2020-21
4877,20,203.2,104.32616,56,5.1,2.6,0.8,-6.9,2020-21
4881,26,198.12,108.86208,56,4.6,2.6,0.7,-0.2,2020-21
4884,31,208.28,106.59412,41,11.1,6.7,1.8,7.4,2020-21
4887,30,187.96,83.91452,57,12.5,2.4,2.7,8.2,2020-21
4894,22,198.12,81.64656,35,23.7,4.7,5.9,-7.7,2020-21
4897,24,195.58,92.98636,63,13,2.3,3.1,4.3,2020-21
4904,27,200.66,86.18248,34,2.1,1.4,0.7,-10.1,2020-21
4796,21,203.2,113.398,26,3,2.8,0.5,-7.3,2020-21
4793,31,187.96,94.347136,67,10.7,2.9,3.1,7.4,2020-21
4789,30,198.12,92.98636,65,10.9,3.4,1.5,2.5,2020-21
4786,23,190.5,94.800728,14,2.4,0.8,0.4,-5.2,2020-21
4685,28,190.5,97.52228,69,18.6,3.1,1.9,1.8,2020-21
4688,28,208.28,104.779752,13,1.5,1.5,0.2,12.2,2020-21
4691,23,200.66,105.233344,43,15.9,5.5,2.2,3.3,2020-21
4695,23,205.74,99.79024,62,4.1,2.2,0.5,2.7,2020-21
4701,20,203.2,106.59412,50,4.6,3.3,0.4,-6.3,2020-21
4704,23,200.66,95.25432,21,10.9,5.5,0.9,6,2020-21
4708,28,203.2,89.811216,28,9.7,5.4,2,-3,2020-21
4711,36,195.58,111.13004,52,3.7,3.9,1.2,-5.5,2020-21
4714,22,200.66,104.32616,64,12.9,6.5,2.5,0.6,2020-21
4717,24,198.12,92.98636,50,7.7,3.6,1.8,9.5,2020-21
4721,27,205.74,104.32616,56,21.4,7.2,4.5,3,2020-21
4724,28,195.58,94.800728,69,6.8,4.8,1.2,6.9,2020-21
4727,32,185.42,81.64656,37,7.5,3.2,2.1,9,2020-21
4731,25,200.66,82.100152,5,1,0.6,0.8,-33,2020-21
4907,26,193.04,97.52228,21,2,0.9,1,-2,2020-21
4734,32,203.2,106.59412,38,5.2,2,0.8,2.1,2020-21
4740,32,185.42,81.64656,68,10.8,1.7,2.4,1.4,2020-21
4744,31,203.2,99.79024,54,23.3,6.6,5.2,11.3,2020-21
4747,36,200.66,116.573144,56,9,4.7,1.8,4.7,2020-21
4750,22,205.74,95.25432,26,3.4,2.3,0.5,11.2,2020-21
4753,26,198.12,95.25432,27,4.1,1.7,0.6,-1.7,2020-21
